id,name,isActive,remoteNetwork.id,address.type,address.value,access.edges,securityPolicy.id,alias,isVisible,isBrowserShortcutEnabled,routingMode,tags
UmVzb3VyY2U6MjM2MzU0Nw==,[HZ] Notion Internal Engineering,False,UmVtb3RlTmV0d29yazo3MTgzMQ==,DNS,*.engineering,"[{'node': {'id': 'R3JvdXA6MTYzODIx', 'name': 'All Employees'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjA0OTI5', 'name': 'Network Administration'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2MzY4', 'name': 'USERTYPE.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,False,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjQxMzYxNQ==,Confluent Private Link,True,UmVtb3RlTmV0d29yazo3MTgzMQ==,DNS,*.aws.glb.confluent.cloud,"[{'node': {'id': 'R3JvdXA6MTcyOTE2', 'name': 'Cloud Infrastructure Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MTc0NTEw', 'name': 'Serving Infrastructure Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MTg1MjM2', 'name': 'Developer Infrastructure Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MTk0NjIy', 'name': 'Data Engineering Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjA0NDM5', 'name': 'Admin Mode - Engineering'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjA0OTI3', 'name': 'Data'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTky', 'name': 'TEAM.DATA_ENGINEERING.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MDE2', 'name': 'TEAM.DEVELOPER_EXPERIENCE.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MTQz', 'name': 'SUBTEAM.SERVING_INFRASTRUCTURE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MjI0', 'name': 'SUBTEAM.DEVELOPER_INFRASTRUCTURE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MjQ4', 'name': 'SUBTEAM.CLOUD_INFRASTRUCTURE'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,False,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjQ0ODYwNg==,Pinecone,True,UmVtb3RlTmV0d29yazo3MTgzMQ==,DNS,*.notion-us-west-2.pinecone.io,"[{'node': {'id': 'R3JvdXA6MjA0OTI3', 'name': 'Data'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjA0OTI5', 'name': 'Network Administration'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjQ1ODc5MQ==,dev.notion.com,True,UmVtb3RlTmV0d29yazo3MTgzMQ==,DNS,dev.notion.com,"[{'node': {'id': 'R3JvdXA6MTYzNzk1', 'name': 'Everyone'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MTYzODIx', 'name': 'All Employees'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjIyODUx', 'name': 'Temp Notion.com'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Mjk3NzU1', 'name': 'Marketing'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2MzY4', 'name': 'USERTYPE.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTY0', 'name': 'DEPARTMENT.MARKETING.EMPLOYEE'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjQ1ODc5Mg==,stg.notion.com,True,UmVtb3RlTmV0d29yazo3MTgzMQ==,DNS,stg.notion.com,"[{'node': {'id': 'R3JvdXA6MTYzNzk1', 'name': 'Everyone'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MTYzODIx', 'name': 'All Employees'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjIyODUx', 'name': 'Temp Notion.com'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Mjk3NzU1', 'name': 'Marketing'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2MzY4', 'name': 'USERTYPE.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTY0', 'name': 'DEPARTMENT.MARKETING.EMPLOYEE'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjQ2NDM3OQ==,Playground VPC,False,UmVtb3RlTmV0d29yazoxMDQ3OTI=,IP,172.26.160.0/20,"[{'node': {'id': 'R3JvdXA6MjA0OTI5', 'name': 'Network Administration'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjQ3MTQxOQ==,Confluent Private Link 2,True,UmVtb3RlTmV0d29yazo3MTgzMQ==,DNS,*.aws.confluent.cloud,"[{'node': {'id': 'R3JvdXA6MTcyOTE2', 'name': 'Cloud Infrastructure Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MTc0NTEw', 'name': 'Serving Infrastructure Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MTg1MjM2', 'name': 'Developer Infrastructure Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MTk0NjIy', 'name': 'Data Engineering Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjA0NDM5', 'name': 'Admin Mode - Engineering'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjA0OTI3', 'name': 'Data'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTky', 'name': 'TEAM.DATA_ENGINEERING.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MDE2', 'name': 'TEAM.DEVELOPER_EXPERIENCE.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MTQz', 'name': 'SUBTEAM.SERVING_INFRASTRUCTURE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MjI0', 'name': 'SUBTEAM.DEVELOPER_INFRASTRUCTURE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MjQ4', 'name': 'SUBTEAM.CLOUD_INFRASTRUCTURE'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,False,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjQ4NDI2Nw==,Flowdash VPC,True,UmVtb3RlTmV0d29yazoxMTAwOTM=,IP,172.18.0.0/23,"[{'node': {'id': 'R3JvdXA6MTYzNzk1', 'name': 'Everyone'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjM0NTA5', 'name': 'Infrastructure Security Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MjQz', 'name': 'SUBTEAM.INFRASTRUCTURE_SECURITY'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjQ4NDU2OA==,Teleskope Prod VPC,True,UmVtb3RlTmV0d29yazoxMTAxNjY=,IP,172.18.4.0/22,"[{'node': {'id': 'R3JvdXA6MTk0NjIy', 'name': 'Data Engineering Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjA0OTI3', 'name': 'Data'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjM0NTA5', 'name': 'Infrastructure Security Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjM1MDQ2', 'name': 'Governance, Risk, & Compliance Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Mzk4MjI1', 'name': 'MattJ-Test'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTky', 'name': 'TEAM.DATA_ENGINEERING.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MTQw', 'name': 'SUBTEAM.GOVERNANCE_RISK_COMPLIANCE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MjQz', 'name': 'SUBTEAM.INFRASTRUCTURE_SECURITY'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjQ4NDU3NA==,Teleskope Prod App,True,UmVtb3RlTmV0d29yazoxMTAxNjY=,DNS,*.notion.teleskope.ai,"[{'node': {'id': 'R3JvdXA6MTk0NjIy', 'name': 'Data Engineering Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjA0OTI3', 'name': 'Data'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjM0NTA5', 'name': 'Infrastructure Security Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjM1MDQ2', 'name': 'Governance, Risk, & Compliance Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Mzk4MjI1', 'name': 'MattJ-Test'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTky', 'name': 'TEAM.DATA_ENGINEERING.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MTQw', 'name': 'SUBTEAM.GOVERNANCE_RISK_COMPLIANCE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MjQz', 'name': 'SUBTEAM.INFRASTRUCTURE_SECURITY'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjQ5MTI5OQ==,dev-flowdash,True,UmVtb3RlTmV0d29yazoxMTAwOTM=,DNS,dev-flowdash.makenotion.com,"[{'node': {'id': 'R3JvdXA6MTYzNzk1', 'name': 'Everyone'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjUxNjA5OQ==,[HZ] dom2xp8nopd.eu-central-1.aws.confluent.cloud,True,UmVtb3RlTmV0d29yazoxMTg4OTI=,DNS,*.dom2xp8nopd.eu-central-1.aws.confluent.cloud,"[{'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}]",,,False,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjUyMTA5MQ==,Tooling Prod VPC,True,UmVtb3RlTmV0d29yazoxMjAzNjk=,IP,172.28.0.0/20,"[{'node': {'id': 'R3JvdXA6MTcyOTE2', 'name': 'Cloud Infrastructure Team'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc3MjQ4', 'name': 'SUBTEAM.CLOUD_INFRASTRUCTURE'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjUyMTQ3OQ==,Artemis Prod,False,UmVtb3RlTmV0d29yazoxMjAzNjk=,DNS,artemis.tools.notion.internal,"[{'node': {'id': 'R3JvdXA6MTYzODIx', 'name': 'All Employees'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2MzY4', 'name': 'USERTYPE.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjUyMjA2OQ==,dev.notion.com,False,UmVtb3RlTmV0d29yazoxMTg4OTI=,DNS,dev.notion.com,"[{'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}]",,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjUyMjE0OQ==,[HZ] dev.notion.internal,True,UmVtb3RlTmV0d29yazoxMTg4OTI=,DNS,*.dev.notion.internal,"[{'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}]",,,False,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjUyMjE1MA==,[HZ] dev.global.notion.internal,True,UmVtb3RlTmV0d29yazoxMTg4OTI=,DNS,*.dev.global.notion.internal,"[{'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}, {'node': {'id': 'R3JvdXA6Nzc3MDg1', 'name': 'TEAM.AI.CONTINGENT'}, 'securityPolicy': None}]",,,False,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjUyMzkxNw==,elasticsearch.notion.engineering,False,UmVtb3RlTmV0d29yazoxMTg4OTI=,DNS,*elasticsearch.notion.engineering,"[{'node': {'id': 'R3JvdXA6MjgxMjQw', 'name': 'Elasticsearch'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjUyNDA0OQ==,elasticsearch.notion.engineering,True,UmVtb3RlTmV0d29yazo3MTgzMQ==,DNS,*.elasticsearch.notion.engineering,"[{'node': {'id': 'R3JvdXA6MTYzODIx', 'name': 'All Employees'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6MjgxMjQw', 'name': 'Elasticsearch'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2MzY4', 'name': 'USERTYPE.EMPLOYEE'}, 'securityPolicy': None}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': None}]",U2VjdXJpdHlQb2xpY3k6MjM2NTUx,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjUyNzkyMA==,Legacy Staging,True,UmVtb3RlTmV0d29yazoxMjE4NjA=,IP,172.20.0.0/16,"[{'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}]",,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjUzMzk3OA==,All Staging (10.252.0.0/16),True,UmVtb3RlTmV0d29yazoxMjE4NjA=,IP,10.252.0.0/16,"[{'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}]",,,True,False,THROUGH_TWINGATE,[]
UmVzb3VyY2U6MjUzMzk3OQ==,Calendar Staging,True,UmVtb3RlTmV0d29yazoxMjE4NjA=,IP,172.22.32.0/19,"[{'node': {'id': 'R3JvdXA6Mjk2NTk3', 'name': 'EPD'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}, {'node': {'id': 'R3JvdXA6Nzc2OTU2', 'name': 'FUNCTION.EPD.EMPLOYEE'}, 'securityPolicy': {'id': 'U2VjdXJpdHlQb2xpY3k6MjM2NTUx', 'name': 'Default Policy'}}]",,,True,False,THROUGH_TWINGATE,[]
